Gene	correlation	p_value	mean_CN	mean_exp	delta_CN	delta_exp
DOCK3	0.323412233564297	0.0141293941688769	2.12280701754386	4.98148933594599	3	4.5729866104057
MANF	0.133580687529479	0.321872410446552	2.12280701754386	6.3560033957849	3	7.20500179637497
RBM15B	-0.109324101302541	0.418214098319008	2.12280701754386	5.10933976133318	3	5.79141403886891
RAD54L2	0.195679779174926	0.14463005535959	2.12280701754386	5.77451801791026	3	6.49503512278144
TEX264	0.276428584750905	0.0373879595627324	2.12280701754386	4.66464812966734	3	5.66417313884094
GRM2	-0.0520186333717743	0.700762327010886	2.12280701754386	3.05715727308429	3	1.77398011282363
RRP9	-0.0783411284351108	0.562420270386127	2.12280701754386	4.18507103887769	3	4.93408907931654
PARP3	0.223745042597475	0.0943078116462911	2.12280701754386	3.55478100315239	3	3.32091363638151
PCBP4	0.189101975303111	0.158892568300314	2.12280701754386	3.34044464934202	3	3.78088865862433
RPL29	0.23094063184823	0.0839192779230765	2.12280701754386	5.23321737397664	3	4.65747392561109
DUSP7	-0.0214245792348856	0.874309785463036	2.12280701754386	3.16071916304046	3	1.85345781717163
POC1A	-0.158642146901812	0.238530071072064	2.12280701754386	3.47914378417043	3	3.68160285145022
ALAS1	-0.123964335614367	0.358238952602315	2.12280701754386	5.58189138007238	3	6.04423340629944
PPM1M	0.00550440440964401	0.967585333211161	2.12280701754386	3.38938975920701	3	3.99680583211925
WDR82	0.279537487309075	0.0352142154502596	2.12280701754386	5.7966632143545	3	5.20782613141592
GLYCTK	-0.0422600582745208	0.75494374280991	2.12280701754386	3.19411791791934	3	2.19721777592966
DNAH1	0.246110510294212	0.0649756560112136	2.12280701754386	3.74190604458033	3	2.67457651936811
BAP1	-0.0610226431372173	0.652043874875093	2.12280701754386	4.78209616316092	3	5.48834162112053
PHF7	0.329423261968112	0.0123401330126571	2.12280701754386	3.26174318022818	3	1.74446967823932
SEMA3G	0.125446529481741	0.352475705625279	2.12280701754386	3.13847253190392	3	1.41957511172748
NISCH	0.00880286105990204	0.948182781467316	2.12280701754386	5.71388800918686	3	7.79347024812214
STAB1	0.150987983312288	0.262236202976738	2.12280701754386	3.09841122324953	3	1.12158948768396
NT5DC2	0.0583959012609555	0.666119086928195	2.12280701754386	3.44175034936859	3	4.18801523308212
SMIM4	0.124924809512847	0.354497779439437	2.12280701754386	4.95812049209144	3	5.84884037381888
PBRM1	0.373391090266914	0.00422511103824772	2.12280701754386	6.98206841023013	3	5.66142596408463
GNL3	0.402819340520674	0.00189246257487657	2.12280701754386	7.66778295997036	3	5.26628987602735
GLT8D1	0.0972792751234742	0.471598149988473	2.12280701754386	3.94457102329398	3	5.15984335700805
SPCS1	0.346469028206798	0.00828680815421603	2.12280701754386	6.73052369223929	3	7.61132344547764
NEK4	0.00918931581017364	0.945911272185344	2.12280701754386	5.18125476874006	3	7.29567399299105
ITIH1	0.186945759225216	0.163785927829813	2.12280701754386	3.19779114221708	3	1.30579916695512
ITIH3	0.105645665550393	0.434138755496429	2.12280701754386	3.0216066051339	3	0.737717432616702
ITIH4	0.153925985466526	0.252956311034381	2.12280701754386	3.09158924136133	3	2.04458043051079
SFMBT1	0.275312760452906	0.0381947326065222	2.12280701754386	5.25588254987986	3	5.05528778079417
RFT1	0.237858811621227	0.0748019199865681	2.12280701754386	3.26712718921072	3	1.56732004014355
PRKCD	0.42133089677247	0.00109891569133122	2.12280701754386	4.4538574256431	3	4.17062117109246
TKT	0.277225095137831	0.0368207284517307	2.12280701754386	5.57195990603858	3	5.42179310017777
DCP1A	0.634171218367445	1.18225794099745e-07	2.10526315789474	5.45711972968724	3	4.93533225431736
CACNA1D	-0.139682986326043	0.300057182317576	2.10526315789474	6.86443298538176	3	7.21745884428029
CHDH	0.0674285157285101	0.618227780905077	2.10526315789474	4.2880035275264	3	5.90317592873637
IL17RB	0.257865528480055	0.0527941882646047	2.10526315789474	4.27843915703826	3	5.24662498871642
ACTR8	0.237952277926916	0.074684361290278	2.10526315789474	4.56785455747162	3	4.70719843292729
CACNA2D3	0.0903944109579203	0.503677817576674	2.10526315789474	4.84750700368309	3	7.84622985747868
WNT5A	0.162125704203877	0.228243765201764	2.10526315789474	3.7852639258101	3	4.72358127974626
ERC2	0.221940465366352	0.0970641691381169	2.10526315789474	4.50401264761833	3	3.63175660570218
CCDC66	0.0870584252951519	0.519614762324258	2.10526315789474	5.21758741130018	3	6.36265753185282
ARHGEF3	0.387307553481999	0.00291613393348047	2.10526315789474	6.69904190726273	3	4.77675753759245
IL17RD	0.0871886120303329	0.518988114866913	2.10526315789474	3.83786161713216	3	4.78513690726962
HESX1	0.0440179260052614	0.745087907594738	2.10526315789474	3.14783954731275	3	2.00145864899471
APPL1	0.208038952985007	0.12044531901706	2.10526315789474	5.95310781986538	3	7.60282942204918
ASB14	0.196937572951507	0.142015061652998	2.10526315789474	3.50792224598553	3	4.36760758994093
DNAH12	0.353438615795317	0.00699810787608557	2.10526315789474	4.07705309162312	3	4.38496832288214
PDE12	0.26772723741296	0.0440689112378417	2.10526315789474	4.43603298870169	3	4.91517133154873
ARF4	0.399829221895506	0.00206025735255325	2.10526315789474	6.61888924272646	3	5.54274927129545
DENND6A	0.195615448713402	0.144764758386068	2.10526315789474	4.71389079734975	3	4.42008121942074
SLMAP	0.360666981802273	0.0058499081113932	2.10526315789474	7.71868970082905	3	5.17680696652204
FLNB	0.388437874154722	0.00282763619352315	2.10526315789474	8.47578446502106	3	5.65047989543109
DNASE1L3	-0.084943445567104	0.529848014329254	2.10526315789474	3.20664712576673	3	1.23522971356928
ABHD6	-0.106237373508226	0.431554389047606	2.10526315789474	3.5758647990359	3	3.15012664578238
RPP14	-0.085397718843861	0.52764166104387	2.10526315789474	4.5344527004713	3	4.98445445718233
PXK	0.147341942600216	0.274066787907083	2.10526315789474	5.08113878865545	3	5.59168525095391
PDHB	0.286504018302582	0.0307220562106025	2.10526315789474	4.09976997473254	3	3.76283339151911
KCTD6	-0.10784596133897	0.424572660100007	2.10526315789474	3.48918647650311	3	3.61852267400645
ACOX2	0.0962783224535526	0.476192874663491	2.10526315789474	3.48334513246843	3	4.00467558660198
FAM107A	-0.0654959020740056	0.628351500783688	2.10526315789474	3.24248781108683	3	2.21434683310733
FAM3D	0.312320745697054	0.0180188521747395	2.10526315789474	3.06912709932102	3	1.06658818074099
C3orf67	0.50659347632065	5.7982083179942e-05	2.10526315789474	3.43072183087788	3	2.95988466763442
FHIT	0.403343510244189	0.00186433914107418	2.10526315789474	7.26070461091492	3	5.36172862999377
PTPRG	0.249033305278662	0.0617543888988205	2.10526315789474	6.72576107157036	3	5.73502518838623
C3orf14	0.155650811754432	0.247613228488511	2.10526315789474	4.72733138192863	3	6.5330229141367
CADPS	0.230139954277308	0.0850286365004669	2.10526315789474	3.65631880244535	3	1.79367042028802
LINC00698	0.118250568627977	0.380990575981788	2.10526315789474	3.26836904990848	3	1.21856177210984
SYNPR	-0.0279424459637457	0.836535239483985	2.10526315789474	3.37438423073038	3	3.55432863329721
SNTN	-0.0571956346139052	0.672589265179147	2.10526315789474	3.17063740702675	3	2.64693302981668
C3orf49	0.0185747332875851	0.890919299115547	2.10526315789474	3.03955471457328	3	0.470508798150289
THOC7	0.025232578311591	0.85220095856706	2.10526315789474	3.63196032304088	3	3.17855176280312
ATXN7	0.43901834950934	0.000634760343634693	2.10526315789474	6.20014750113384	3	5.78180745742924
PSMD6-AS2	0.0775546352473925	0.56636214391798	2.10526315789474	3.49418027915374	3	3.2527177642133
PSMD6	0.0602993071252816	0.655908073596327	2.10526315789474	5.18580427646646	3	5.60461872139015
PRICKLE2	0.159170724633493	0.236949141435209	2.10526315789474	5.03934056387903	3	6.62732735488534
ADAMTS9	-0.100380299932913	0.457515472358485	2.10526315789474	4.47421859483393	3	4.35461556753867
ADAMTS9-AS2	0.300016968988083	0.0233654526068084	2.10526315789474	3.73077317503719	3	2.53563525999642
MAGI1	0.593659671737937	1.13122277340815e-06	2.10526315789474	8.75683334274215	3	4.60558049389544
SLC25A26	0.256095811188943	0.0544993696288141	2.10526315789474	5.19700473602692	3	6.46189300036751
LRIG1	-0.109268431642708	0.418452581553019	2.10526315789474	5.32092273150142	3	6.35440162078454
KBTBD8	0.294630205235865	0.0260969047348573	2.10526315789474	3.06610497779082	3	1.82325071800439
SUCLG2	0.301539173864109	0.0226388213911601	2.10526315789474	5.77510336570829	3	5.53991756801474
EOGT	0.13135217242853	0.330083876318502	2.10526315789474	3.99804307873131	3	4.70808612904296
UBA3	0.269201580358309	0.0428725374093685	2.10526315789474	5.08860475537924	3	4.92603240629452
ARL6IP5	0.388713698073415	0.00280640600061532	2.10526315789474	6.40539618404546	3	7.09458445828701
LMOD3	0.139488394329516	0.300737669009351	2.10526315789474	3.20877939527205	3	1.37129931629205
FRMD4B	0.421334074411159	0.00109881023837565	2.10526315789474	5.14908317667927	3	4.99038971528645
MITF	0.158598747239692	0.238660196468862	2.10526315789474	4.95679928291431	3	5.68444274721553
FOXP1	0.311837702070796	0.0182071497658423	2.10526315789474	8.58124519857405	3	5.66436278721188
EIF4E3	0.0236993287521055	0.861090248575922	2.10526315789474	4.31161503428394	3	4.93084364498495
GPR27	0.0554808524007642	0.681873947285364	2.10526315789474	3.25522855141216	3	2.76641455583425
RYBP	0.311385872545191	0.018384793355057	2.10526315789474	7.17259580353065	3	5.19314791521423
SHQ1	0.363051433045072	0.00550921066239626	2.10526315789474	4.84028515362867	3	4.46784855094673
GXYLT2	-0.0619783818977535	0.646952049384895	2.10526315789474	3.77902202602752	3	3.42417485957971
PPP4R2	0.481563645543521	0.000149160096525633	2.10526315789474	6.16331576151773	3	6.30928100751323
PDZRN3	0.0973288852251045	0.471371042155649	2.24561403508772	5.65436389629674	3	6.39543168201373
CNTN3	0.317968068485254	0.0159376371572634	2.24561403508772	4.04207199570866	3	4.18530594892879
ROBO2	0.0757700950919509	0.575353671591576	2.24561403508772	4.83902269110226	3	4.7457027957599
ROBO1	0.240849664669924	0.0711123467162194	2.24561403508772	4.33189626441834	3	3.68536657324709
GBE1	0.323486300581512	0.0141060609046318	2.24561403508772	5.91954701874888	3	6.12149822278858
LINC00971	0.450630721000482	0.000435493471371229	2.24561403508772	3.39286137627555	3	1.30649274532718
CADM2	0.408589276439698	0.00160277961912581	2.24561403508772	4.66251924065063	3	3.99891268727054
VGLL3	0.0250690236866781	0.853148346631738	2.35087719298246	3.31200557143297	3	1.86072498577699
CHMP2B	-0.0736596865685188	0.586070965936022	2.35087719298246	7.24174453369374	3	8.00076461174901
HTR1F	0.108484742283254	0.421818080604572	2.35087719298246	3.01662120965767	3	0.986538429488895
CGGBP1	0.070833325806633	0.600563396208788	2.35087719298246	6.11645306161878	3	6.38508805109854
C3orf38	0.0915334531038554	0.498294357686805	2.35087719298246	4.28131618073831	3	5.28977593560786
EPHA3	0.463905490441419	0.000278405241682638	2.35087719298246	3.6227431665438	3	4.03748019523494
PROS1	0.23041234008602	0.0846499523637976	2.3859649122807	3.39180681537206	2	1.90026297585891
ARL13B	-0.108474282138548	0.421863105074039	2.3859649122807	4.78385139853222	2	5.36629552689527
NSUN3	0.120671267144023	0.371248257056744	2.3859649122807	4.34865298490864	2	4.75422841664174
LINC00879	0.0588392471547269	0.66373524524305	2.3859649122807	3.21611093188836	2	1.01649634441725
EPHA6	0.271175687013492	0.0413125553035165	2.3859649122807	3.8147767771128	2	3.15849131872575
ARL6	-0.229825688707036	0.085467197620865	2.3859649122807	3.48455131404428	2	3.97820704466921
CRYBG3	-0.0970822733693467	0.4725005741204	2.3859649122807	4.03578448833817	2	5.04274494404796
CLDND1	-0.0439069520870936	0.745708925063403	2.3859649122807	4.69331732845877	2	5.88187890922503
CPOX	0.194997693066127	0.146063052996468	2.3859649122807	3.63903959523026	2	2.80594748586418
ST3GAL6-AS1	0.246475009272557	0.0645667276849164	2.3859649122807	3.1157236790263	2	0.732153936461709
ST3GAL6	-0.0260246043286912	0.847616114549258	2.3859649122807	3.28991178419019	2	2.476685141009
DCBLD2	0.0462781832990445	0.732474917483313	2.3859649122807	3.91985215293027	2	4.89370954974642
COL8A1	0.277838649866139	0.0363886639417962	2.3859649122807	3.53716407999795	2	4.23722771311047
CMSS1	0.109894449847275	0.415775269234851	2.3859649122807	5.92511645672749	2	5.70171022657454
TBC1D23	0.0397594002913566	0.769030936263654	2.3859649122807	6.44753112360286	2	5.64342132024534
NIT2	0.0115714208456917	0.931919820423101	2.3859649122807	5.4453769191202	2	6.21211562990802
LNP1	0.227411459593904	0.0888958412815884	2.3859649122807	3.25454123572797	2	3.07460989901636
TMEM45A	-0.0138059054190539	0.918813916851304	2.3859649122807	3.46455591457262	2	3.75884344699981
TFG	0.101443948501473	0.452738561057322	2.3859649122807	6.81716186664007	2	6.55525197242456
ABI3BP	0.111830157792871	0.407559255628246	2.3859649122807	4.37271682689967	2	4.63171087491802
IMPG2	-0.0292699258235841	0.828883642278195	2.3859649122807	3.21354808200274	2	2.09261370699958
SENP7	0.0967254883234347	0.474137283524796	2.3859649122807	4.94911349135876	2	6.41075536935712
TRMT10C	0.00649081383803715	0.961780500102644	2.3859649122807	6.41223772213302	2	5.73878381130501
PCNP	-0.10565125113467	0.434114319100045	2.3859649122807	7.34065331280584	2	5.23843533821177
ZBTB11	0.265612699707863	0.045832487822378	2.3859649122807	5.53905897119834	2	4.92798839714294
ZBTB11-AS1	-0.0300897743810572	0.824165859166013	2.3859649122807	3.2695324639008	2	1.73498274043756
RPL24	0.0562833937541945	0.677522654687674	2.3859649122807	6.87534790457603	2	4.71829520940778
CEP97	0.0474692364137381	0.725856364632854	2.3859649122807	4.68544376853397	2	5.04269803521529
NXPE3	0.24023785646514	0.0718550355661613	2.3859649122807	4.24358972806603	2	4.51304483470881
NFKBIZ	-0.0585453569209867	0.665315105678021	2.3859649122807	6.52133567366629	2	6.85673600871425
ZPLD1	-0.0138188868992809	0.918737835927075	2.3859649122807	4.33735417620943	2	5.94680549392995
ALCAM	0.167640643628142	0.21259480418659	2.3859649122807	9.66522531990113	2	4.38189970954804
CBLB	0.0133712125122749	0.921361946860319	2.3859649122807	6.80295427870251	2	6.95092554947246
LINC00882	0.178223689082376	0.184708359441206	2.3859649122807	4.14680653461	2	4.49945513320802
BBX	-0.0667205023953939	0.621928564570627	2.3859649122807	7.29049620096611	2	5.54559787085411
LINC00635	0.230061691272235	0.0851376875724741	2.3859649122807	3.10151272462934	2	0.817570335830332
LINC00636	0.140094414041143	0.298621712077853	2.3859649122807	3.08641523134723	2	0.675047446600301
CD47	0.24824898607409	0.062605910407136	2.3859649122807	6.00789611765469	2	5.70714861815844
IFT57	0.0463104627678115	0.732295286147104	2.3859649122807	5.75438066162616	2	6.72394015703298
HHLA2	0.251356351773643	0.0592868667107658	2.3859649122807	3.17630379762518	2	1.4267485062109
MYH15	0.316551236895714	0.0164394481340599	2.3859649122807	3.17041410536637	2	1.04267008770882
DZIP3	0.0316696579392139	0.81509202757637	2.3859649122807	4.14453850452686	2	3.76835345496426
TRAT1	0.121145376750908	0.369357920632046	2.3859649122807	3.09191371519025	2	1.21856177210984
GUCA1C	0.0644547204842778	0.633834049416018	2.3859649122807	3.1518077072604	2	1.11856240243224
MORC1	0.244087822586405	0.0672827892183348	2.3859649122807	3.30457869635598	2	1.21856177210984
DPPA2	-0.0811257289419349	0.548568494866285	2.3859649122807	3.0815872651004	2	1.21856177210984
DPPA4	0.230063472696693	0.0851352041268265	2.3859649122807	3.07534965151336	2	0.731460239944823
CD96	0.234405637469406	0.0792491839130804	2.3859649122807	3.51316524659426	2	1.41584557140722
PLCXD2	-0.0618013134914005	0.647894201607543	2.3859649122807	3.352236272822	2	4.06874677014193
PHLDB2	0.0178014294199279	0.895434626586589	2.3859649122807	6.57236821862029	2	8.56156571253432
ABHD10	-0.0143015876640736	0.915909377425157	2.3859649122807	3.53635485850475	2	3.00804958851443
TMPRSS7	0.0486147515227539	0.719509580076946	2.3859649122807	3.43180295379326	2	2.60387565246997
C3orf52	0.304028113192179	0.0214918692643881	2.3859649122807	7.72577600275439	2	4.4519244304568
GCSAM	0.223907869194999	0.0940621385066066	2.3859649122807	4.1994006063755	2	4.07063664004051
SLC9C1	0.15137608367092	0.260997424839351	2.3859649122807	6.62183041598049	2	6.3263002695072
CD200	0.203834531953647	0.128300136293435	2.3859649122807	3.20905645040642	2	1.44120407411351
BTLA	0.0413728044047733	0.759933191863623	2.3859649122807	3.1636895148431	2	1.30579916695512
ATG3	-0.107567404501204	0.425777058780694	2.3859649122807	5.41280936664894	2	5.94682818748882
SLC35A5	0.0837818743895982	0.535510286690896	2.3859649122807	3.59639435852453	2	4.57747110404031
CCDC80	0.18096220749401	0.177942087473062	2.3859649122807	4.30205231802892	2	3.60888015358571
CD200R1L	-0.118948101689788	0.378167761874878	2.3859649122807	3.07339260812999	2	1.47619470232433
CD200R1	0.219974046215412	0.100138610046476	2.3859649122807	3.22676983315124	2	2.32972534387242
GTPBP8	0.0303615038908408	0.82260355690424	2.3859649122807	3.45085951398842	2	2.05332292799934
BOC	-0.0734700849837986	0.587038212036378	2.3859649122807	3.47438036421345	2	4.92389818967368
SPICE1	-0.0431252272061785	0.75008804203578	2.3859649122807	5.89020974203789	2	6.38409300730465
SIDT1	-0.212111678654364	0.113190869572346	2.3859649122807	5.58030483481164	2	7.52266069322977
NAA50	0.0486964140071374	0.71905783629555	2.3859649122807	6.99763514904798	2	5.46910462752476
ATP6V1A	-0.00040944746186032	0.997588179461001	2.3859649122807	4.83609866106123	2	3.85695063589162
GRAMD1C	-0.131466102656969	0.32966090367677	2.3859649122807	3.94776807065562	2	3.88351733485192
ZDHHC23	0.0749282639629327	0.579617939999718	2.3859649122807	3.82789862141611	2	3.99953437939292
DRD3	0.0272248460694944	0.84067780558696	2.3859649122807	3.2404778413274	2	1.30249497001112
TIGIT	0.142923239791208	0.288872840619158	2.3859649122807	3.09733788650998	2	0.982722706188893
ZBTB20	0.276037061804825	0.0376694205544064	2.3859649122807	6.94059032253849	2	6.22766566814749
GAP43	0.0774370802791823	0.566952430191131	2.3859649122807	3.26547087916457	2	2.77561200733737
LSAMP	0.129455871502053	0.337174126019212	2.3859649122807	5.40325322777961	2	7.0217952093159
IGSF11	0.308099357189141	0.019721865077549	2.3859649122807	3.56360873408919	2	2.17170154631137
UPK1B	0.299863873584097	0.0234396107148498	2.3859649122807	3.12923542876105	2	1.28567484672815
B4GALT4	-0.00776949076892642	0.954258703192413	2.3859649122807	3.95254065864348	2	2.80614050637732
ARHGAP31	0.32632336439303	0.01323684737415	2.3859649122807	4.21348894458968	2	5.01904330455785
TMEM39A	0.259736054347021	0.0510392674516517	2.3859649122807	4.97845305893533	2	5.69022390366135
POGLUT1	0.354915600197789	0.00674868034160245	2.3859649122807	4.21596394057515	2	6.05416078903839
TIMMDC1	0.14321702305292	0.287872482108321	2.3859649122807	4.75155596224285	2	5.40350549998002
CD80	0.212506059373865	0.112506567036442	2.3859649122807	3.30623791729943	2	2.09520685884337
ADPRH	-0.111642413075943	0.408351981935992	2.3859649122807	3.1735865857449	2	3.10718211187142
PLA1A	-0.119046337454241	0.377771224920362	2.3859649122807	3.20926937926658	2	3.41966182623521
POPDC2	0.0388605878183086	0.774112738920837	2.3859649122807	3.23796836085128	2	5.37675148438364
COX17	-0.0344552580231583	0.799152636490041	2.3859649122807	7.33914417420483	2	6.12829007440502
MAATS1	0.250914371154898	0.0597501036248016	2.28070175438596	4.14776235313809	3	4.78180781622712
NR1I2	0.0491605653183437	0.716492042363798	2.28070175438596	3.07388523445516	3	0.615663941591731
GSK3B	0.376189141676528	0.00392656145387265	2.28070175438596	7.50945201885673	3	5.38444784740362
GPR156	0.120009521195086	0.373896462719222	2.28070175438596	3.40534481858014	3	1.79416191798125
LRRC58	0.178652524782879	0.183636752000503	2.28070175438596	4.85156965560735	3	5.54730116190219
FSTL1	0.0774401256852285	0.566937134481926	2.28070175438596	4.36431252389244	3	5.74521221561649
NDUFB4	-0.0361687387514747	0.789387814672615	2.28070175438596	6.91146584871905	3	6.53886943048155
HGD	-0.0359305067162574	0.790743569860787	2.28070175438596	3.67696088437779	3	3.54946992828996
RABL3	-0.0280972496351431	0.835642161391471	2.28070175438596	5.38203348465286	3	6.82737046112928
GTF2E1	0.0214304285133252	0.874275747434134	2.28070175438596	3.85338036921886	3	5.55435359143948
STXBP5L	0.143837570652449	0.285766938600161	2.28070175438596	3.5814446382434	3	2.33061286882301
POLQ	-0.0119635736534256	0.929618331700732	2.28070175438596	3.64942263218358	3	5.74494900984328
ARGFX	0.0595563406936292	0.659886485414239	2.28070175438596	3.09270685414703	3	1.30579916695512
FBXO40	0.00357508759461569	0.978943552301077	2.28070175438596	3.20122281085894	3	1.92848668383767
HCLS1	0.22053912144836	0.0992475018247673	2.28070175438596	3.42669967212961	3	3.31578272160245
GOLGB1	0.370732007743996	0.00452720265228832	2.28070175438596	9.61571120839346	3	4.67775692392848
IQCB1	0.250559545148528	0.0601241031058749	2.28070175438596	5.56473614178094	3	6.10263996126739
EAF2	-0.124021096236178	0.358017193340014	2.28070175438596	3.769523724517	3	4.49894201570548
SLC15A2	-0.0515731078284012	0.703206333992916	2.28070175438596	3.47981976702873	3	3.4705365933892
ILDR1	0.0255755325975148	0.850215074982862	2.28070175438596	3.43046156795428	3	4.24044942408823
CD86	0.391496265286833	0.00260001740233859	2.28070175438596	3.10860208848313	3	0.939057561392568
CASR	0.00365153523403083	0.978493398146201	2.28070175438596	3.10764977459248	3	1.73842088206258
CSTA	-0.472326361750624	0.000207616816787082	2.28070175438596	3.28716050995432	3	3.34182737324584
CCDC58	-0.0938649593011234	0.487368465078881	2.28070175438596	4.01672817168742	3	3.38639117353998
FAM162A	-0.197886812801119	0.140065061853268	2.28070175438596	5.66994549718405	3	6.91583435862091
WDR5B	0.311697245723682	0.0182622151006949	2.28070175438596	3.23680674223915	3	1.81111060114341
KPNA1	-0.0495588985909395	0.714292563307271	2.28070175438596	7.05192950228849	3	6.42637257295428
PARP9	0.380263270552805	0.0035251644930826	2.28070175438596	5.83737576980396	3	6.31892462997263
DTX3L	0.226312904537767	0.0904912350762811	2.28070175438596	5.30519206477619	3	5.63844504477525
PARP15	-0.0388762653133217	0.774024018417875	2.28070175438596	3.31789357861023	3	5.8932672644581
PARP14	0.0271019294286127	0.841387813546363	2.28070175438596	7.07195216214782	3	7.31701782689363
HSPBAP1	-0.024493770272151	0.856482122635318	2.28070175438596	3.7535927095466	3	3.18668904532159
SEMA5B	0.264691030006489	0.046619066296707	2.28070175438596	3.21444782291691	3	3.1752541778289
PDIA5	0.265081111414093	0.0462848221641929	2.28070175438596	5.93858320100534	3	6.44235629493924
SEC22A	0.346570925861342	0.00826657296380856	2.28070175438596	5.17379279534505	3	4.22846459870093
ADCY5	-0.170026771696089	0.206063179685928	2.28070175438596	3.97675253232562	3	5.36920011033382
MYLK-AS1	0.000962792054518679	0.994328781361978	2.28070175438596	3.58995469506106	3	5.51446474112452
MYLK	0.131521645434403	0.329454821701566	2.28070175438596	4.07202831904446	3	5.49207535409397
CCDC14	0.303613279439299	0.0216795437501314	2.28070175438596	5.43823773828169	3	6.11636295209222
ROPN1	-0.329826527713678	0.0122274169994214	2.28070175438596	3.10125182259285	3	1.83229657282481
KALRN	-0.067184058837622	0.619504498338097	2.28070175438596	5.20733260730762	3	6.46055459231172
UMPS	0.0243686159795796	0.857207763482612	2.28070175438596	5.30078474149831	3	6.43610429819993
ITGB5	0.220387060681796	0.0994866901517164	2.28070175438596	6.83552471423457	3	7.36791475206339
MUC13	0.298491671793471	0.0241132063981345	2.28070175438596	3.18808839979837	3	1.10359053093841
HEG1	-0.0703999383693899	0.602799484803818	2.28070175438596	4.54395130193832	3	5.79464530362554
SLC12A8	0.285988513372243	0.0310371958595524	2.28070175438596	5.07283851459899	3	6.08438499683188
ZNF148	0.444576799430625	0.000530896632590168	2.28070175438596	6.31046012171583	3	5.22652706854103
SNX4	0.0867275440989173	0.521209149511519	2.28070175438596	6.50880569947232	3	5.3591255511355
OSBPL11	0.050395792371171	0.709679012587362	2.28070175438596	4.83459962370071	3	4.477304927632
SLC41A3	0.225524240289001	0.0916503324235677	2.28070175438596	3.89775827799437	3	2.9854560317583
ALDH1L1	-0.408848558690586	0.00159074848066753	2.28070175438596	3.22723480413897	3	3.45530244105153
ALDH1L1-AS2	-0.116617747702714	0.387647372670218	2.28070175438596	3.04713711669848	3	1.21220303629811
KLF15	-0.283715102557204	0.0324593446074616	2.28070175438596	3.21058078637881	3	1.3154886939119
ZXDC	0.143565300979428	0.286689511304076	2.28070175438596	5.4539694375596	3	5.25341813005926
UROC1	0.0108846491516393	0.935951707818673	2.28070175438596	3.04081261426732	3	0.675047446600301
C3orf22	0.223535484413456	0.0946247292511969	2.28070175438596	3.01523640868028	3	0.909244631500636
TXNRD3	-0.0377657178208798	0.780315753208151	2.28070175438596	3.65305759921311	3	4.9165070152483
CHCHD6	0.00839892824019141	0.950557461140104	2.28070175438596	5.0641814123412	3	5.33368298247888
PLXNA1	0.0617213142686873	0.648320044497447	2.28070175438596	4.31721180248346	3	4.54739729003563
TPRA1	0.133266671823517	0.323021555741381	2.28070175438596	4.6825707511842	3	5.13229400520621
MCM2	-0.04793921614857	0.723250174832502	2.28070175438596	3.48474708351082	3	2.99845293518471
PODXL2	-0.187011539837736	0.163635029615905	2.28070175438596	3.78515852616043	3	5.79638398141958
ABTB1	0.00851868545143741	0.949853375302198	2.28070175438596	3.32387988158645	3	2.20982335822731
MGLL	0.218736597099099	0.102111690493704	2.28070175438596	6.49684435538117	3	6.88321850132088
KBTBD12	0.299196174546307	0.0237653648401122	2.28070175438596	3.3014284107965	3	1.51041794419911
SEC61A1	0.125968878694974	0.35045831951858	2.28070175438596	4.87752024858819	3	5.13246031643258
RUVBL1	0.166895202110449	0.214664808168801	2.28070175438596	5.10697783000056	3	6.21568954866668
EEFSEC	0.0449583310520945	0.739831840325054	2.28070175438596	5.31934877247263	3	7.44839166473009
GATA2	0.0279282348251544	0.836617235271234	2.28070175438596	3.91721012787629	3	4.183417191598
RPN1	0.205668622147818	0.124827328354188	2.28070175438596	7.00898094488584	3	4.73911421092768
RAB7A	0.146113926155865	0.278130020590096	2.28070175438596	8.58913655561283	3	3.62522785044101
ACAD9	-0.0575179936609884	0.67084920966785	2.28070175438596	4.68597755598729	3	5.327315448943
KIAA1257	0.0631065516312798	0.640962208845012	2.28070175438596	3.62293366213171	3	3.98709080050411
EFCC1	0.0754871071345741	0.576785528562169	2.28070175438596	3.64508766663254	3	5.38863065812397
ISY1-RAB43	-0.17979640506055	0.180800254950612	2.28070175438596	3.23846232423352	3	3.25156129680944
CNBP	0.158804810533955	0.238042789288904	2.28070175438596	6.86194995825368	3	7.05777090477847
COPG1	0.289828329266427	0.0287533564211943	2.28070175438596	5.72007540278042	3	4.95176152335893
HMCES	-0.0155657902732999	0.908506582937411	2.28070175438596	4.70244891220927	3	6.46385725359061
H1FX-AS1	0.0450936215852396	0.739076645653705	2.28070175438596	3.12185385102434	3	3.27839608575289
EFCAB12	-0.0515880438926023	0.703124351145006	2.28070175438596	3.26075714369742	3	1.3571315858674
MBD4	0.210703504793352	0.11566027774943	2.28070175438596	5.2161007226954	3	5.44953630133133
IFT122	0.179485433959485	0.181568224041838	2.28070175438596	5.1569754373422	3	5.35371462733113
PLXND1	0.0638176666437433	0.637198272137482	2.28070175438596	4.69188868523754	3	6.69419527684107
TMCC1	0.173492652015452	0.196830393881092	2.28070175438596	6.64000522955223	3	3.97240666469026
TMCC1-AS1	0.0269129790762901	0.842479498960948	2.28070175438596	3.18534572005571	3	1.71293517831176
TRH	0.286422650741179	0.0307716197166178	2.28070175438596	4.08855797193602	3	7.12466543016639
